vtSymbol,OpenTime,OpenPrice,Direction,CloseTime,ClosePrice,Volume,Profit
RB,2010-03-29 09:14:00,3724.0,Long,2010-03-30 10:42:00,3715.8001855699999,27.0,-2954.8245011104063
RB,2010-04-13 09:07:00,3774.0,Long,2010-04-14 10:08:00,3766.1707824499999,26.0,-2751.6410033437173
RB,2010-04-23 13:32:00,3670.0,Short,2010-04-26 09:02:00,3688.67755648,27.0,-5781.6245436249656
RB,2010-04-26 11:30:00,3674.0,Short,2010-04-30 09:18:00,3570.8878529899998,27.0,27104.667720669317
RB,2010-05-14 09:10:00,3410.0,Short,2010-05-18 13:50:00,3244.6413716299999,30.0,48807.949269851139
RB,2010-06-29 09:17:00,3126.0,Short,2010-06-30 14:59:00,3088.8799874199999,34.0,11729.498357627752
RB,2010-07-01 09:22:00,3077.0,Short,2010-07-02 14:03:00,3064.85708737,35.0,3335.0544224420341
RB,2010-07-13 14:38:00,3034.0,Short,2010-07-19 09:12:00,3042.3840518299999,36.0,-3957.0084846658301
RB,2010-07-30 09:06:00,3144.0,Long,2010-08-03 09:09:00,3204.40927083,34.0,19643.306166991766
RB,2010-08-25 13:32:00,3149.0,Short,2010-08-26 09:02:00,3161.9618322000001,35.0,-5457.524934127041
RB,2010-09-02 13:33:00,3265.0,Long,2010-09-06 09:02:00,3388.34817157,33.0,39825.336128438183
RB,2010-09-21 14:09:00,3218.0,Short,2010-09-29 09:13:00,3187.2813569899999,35.0,9827.3402060053686
RB,2010-10-20 14:23:00,3175.0,Short,2010-10-25 09:04:00,3188.4787047599998,36.0,-5801.4189469712883
RB,2010-10-28 09:03:00,3231.0,Long,2010-11-03 14:37:00,3258.7916915000001,35.0,8799.949315797523
RB,2010-11-10 09:06:00,3478.0,Long,2010-11-10 11:20:00,3443.1839118299999,33.0,-12377.70816519041
RB,2010-12-03 14:45:00,3394.0,Long,2010-12-08 09:10:00,3401.57010335,33.0,1613.880292089435
RB,2010-12-13 11:01:00,3421.0,Long,2010-12-14 10:31:00,3418.7896103100002,33.0,-1615.1416548401735
RB,2010-12-15 09:01:00,3428.0,Long,2011-01-05 09:02:00,3448.2062680200002,33.0,5781.15363975539
RB,2011-01-11 14:14:00,3467.0,Long,2011-01-12 13:44:00,3468.2956928100002,33.0,-461.28613056265783
RB,2011-02-01 14:26:00,3595.0,Long,2011-02-09 09:25:00,3585.9623236799998,32.0,-3761.8472167578157
RB,2011-02-28 09:01:00,3445.6618823099998,Short,2011-02-28 09:20:00,3462.59734927,33.0,-6476.6766514422097
RB,2011-03-11 13:49:00,3298.0,Short,2011-03-14 09:06:00,3329.2305469500002,34.0,-11523.711801596364
RB,2011-03-18 09:15:00,3404.0,Long,2011-03-18 14:12:00,3358.16196967,33.0,-16009.701353899123
RB,2011-03-29 09:25:00,3370.0,Long,2011-03-30 14:15:00,3378.6256589200002,33.0,1963.7627968557076
RB,2011-04-12 09:01:00,3461.1860603599998,Long,2011-04-13 09:03:00,3435.0772154599999,32.0,-9215.5107928262059
RB,2011-04-25 09:04:00,3441.0,Long,2011-04-26 09:02:00,3421.6699707799999,32.0,-7045.2147894650052
RB,2011-05-13 09:01:00,3389.2103257700001,Short,2011-05-13 09:02:00,3397.6780592499999,32.0,-3566.8551419206015
RB,2011-05-24 09:01:00,3375.0,Short,2011-05-26 09:12:00,3416.0248151300002,32.0,-13985.253635684227
RB,2011-06-01 09:07:00,3439.0,Long,2011-06-02 09:02:00,3425.9038375199998,31.0,-4892.6223877631828
